Grip,Link,Strike,Type,Tot Damage,Atk Spd,Crit %,Stat %
Korb,Vargeet Jai,Mewan,sword,110.0,48.0,0.25,0.13999999999999999
Korb,Vargeet Jai,Ooltha,sword,96.0,52.0,0.25,0.13999999999999999
Korb,Vargeet Jai,Plague Keewar,scythe,103.0,50.0,0.25,0.18
Korb,Vargeet Jai,Plague Kripath,rapier,94.0,54.0,0.29000000000000004,0.13999999999999999
Korb,Vargeet Jai,Rabvee,machete,110.0,48.0,0.25,0.13999999999999999
Korb,Vargeet Jai,Sepfahn,weeb,96.0,52.0,0.27,0.16
Korb,Vargeet Ruhang II,Balla,dagger,124.0,44.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang II,Cyath,machete,128.0,39.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang II,Dehtat,rapier,124.0,44.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang II,Dokrahm,scythe,124.0,44.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang II,Kronsh,machete,142.0,35.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang II,Mewan,sword,142.0,35.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang II,Ooltha,sword,128.0,39.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang II,Plague Keewar,scythe,135.0,37.0,0.25,0.18
Korb,Vargeet Ruhang II,Plague Kripath,rapier,126.0,41.0,0.29000000000000004,0.13999999999999999
Korb,Vargeet Ruhang II,Rabvee,machete,142.0,35.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang II,Sepfahn,weeb,128.0,39.0,0.27,0.16
Korb,Vargeet Ruhang,Balla,dagger,110.0,48.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang,Cyath,machete,114.0,43.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang,Dehtat,rapier,110.0,48.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang,Dokrahm,scythe,110.0,48.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang,Kronsh,machete,128.0,39.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang,Mewan,sword,128.0,39.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang,Ooltha,sword,114.0,43.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang,Plague Keewar,scythe,121.0,41.0,0.25,0.18
Korb,Vargeet Ruhang,Plague Kripath,rapier,112.0,45.0,0.29000000000000004,0.13999999999999999
Korb,Vargeet Ruhang,Rabvee,machete,128.0,39.0,0.25,0.13999999999999999
Korb,Vargeet Ruhang,Sepfahn,weeb,114.0,43.0,0.27,0.16
Kroostra,Ekwana II Jai,Balla,staff,78.0,61.0,0.09999999999999999,0.32
Kroostra,Ekwana II Jai,Cyath,polearm,82.0,56.0,0.09999999999999999,0.32
Kroostra,Ekwana II Jai,Dehtat,polearm,78.0,61.0,0.09999999999999999,0.32
Kroostra,Ekwana II Jai,Dokrahm,heavy blade,78.0,61.0,0.09999999999999999,0.32
Kroostra,Ekwana II Jai,Kronsh,polearm,96.0,52.0,0.09999999999999999,0.32
Kroostra,Ekwana II Jai,Mewan,polearm,96.0,52.0,0.09999999999999999,0.32
Kroostra,Ekwana II Jai,Ooltha,staff,82.0,56.0,0.09999999999999999,0.32
Kroostra,Ekwana II Jai,Plague Keewar,staff,89.0,54.0,0.09999999999999999,0.36
Kroostra,Ekwana II Jai,Plague Kripath,polearm,80.0,58.0,0.14,0.32
Kroostra,Ekwana II Jai,Rabvee,hammer,96.0,52.0,0.09999999999999999,0.32
Kroostra,Ekwana II Jai,Sepfahn,staff,82.0,56.0,0.12000000000000001,0.34
Kroostra,Ekwana II Ruhang,Balla,staff,96.0,52.0,0.09999999999999999,0.32
Kroostra,Ekwana II Ruhang,Cyath,polearm,100.0,47.0,0.09999999999999999,0.32
Kroostra,Ekwana II Ruhang,Dehtat,polearm,96.0,52.0,0.09999999999999999,0.32
Kroostra,Ekwana II Ruhang,Dokrahm,heavy blade,96.0,52.0,0.09999999999999999,0.32
Kroostra,Ekwana II Ruhang,Kronsh,polearm,114.0,43.0,0.09999999999999999,0.32
Kroostra,Ekwana II Ruhang,Mewan,polearm,114.0,43.0,0.09999999999999999,0.32
Kroostra,Ekwana II Ruhang,Ooltha,staff,100.0,47.0,0.09999999999999999,0.32
Kroostra,Ekwana II Ruhang,Plague Keewar,staff,107.0,45.0,0.09999999999999999,0.36
Kroostra,Ekwana II Ruhang,Plague Kripath,polearm,98.0,49.0,0.14,0.32
Kroostra,Ekwana II Ruhang,Rabvee,hammer,114.0,43.0,0.09999999999999999,0.32
Kroostra,Ekwana II Ruhang,Sepfahn,staff,100.0,47.0,0.12000000000000001,0.34
Kroostra,Ekwana Jai II,Balla,staff,74.0,66.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai II,Cyath,polearm,78.0,61.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai II,Dehtat,polearm,74.0,66.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai II,Dokrahm,heavy blade,74.0,66.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai II,Kronsh,polearm,92.0,57.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai II,Mewan,polearm,92.0,57.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai II,Ooltha,staff,78.0,61.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai II,Plague Keewar,staff,85.0,59.0,0.13999999999999999,0.29000000000000004
Kroostra,Ekwana Jai II,Plague Kripath,polearm,76.0,63.0,0.18,0.25
Kroostra,Ekwana Jai II,Rabvee,hammer,92.0,57.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai II,Sepfahn,staff,78.0,61.0,0.16,0.27
Kroostra,Ekwana Jai,Balla,staff,78.0,61.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai,Cyath,polearm,82.0,56.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai,Dehtat,polearm,78.0,61.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai,Dokrahm,heavy blade,78.0,61.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai,Kronsh,polearm,96.0,52.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai,Mewan,polearm,96.0,52.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai,Ooltha,staff,82.0,56.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai,Plague Keewar,staff,89.0,54.0,0.13999999999999999,0.29000000000000004
Kroostra,Ekwana Jai,Plague Kripath,polearm,80.0,58.0,0.18,0.25
Kroostra,Ekwana Jai,Rabvee,hammer,96.0,52.0,0.13999999999999999,0.25
Kroostra,Ekwana Jai,Sepfahn,staff,82.0,56.0,0.16,0.27
Kroostra,Ekwana Ruhang II,Balla,staff,110.0,48.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang II,Cyath,polearm,114.0,43.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang II,Dehtat,polearm,110.0,48.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang II,Dokrahm,heavy blade,110.0,48.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang II,Kronsh,polearm,128.0,39.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang II,Mewan,polearm,128.0,39.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang II,Ooltha,staff,114.0,43.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang II,Plague Keewar,staff,121.0,41.0,0.13999999999999999,0.29000000000000004
Kroostra,Ekwana Ruhang II,Plague Kripath,polearm,112.0,45.0,0.18,0.25
Kroostra,Ekwana Ruhang II,Rabvee,hammer,128.0,39.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang II,Sepfahn,staff,114.0,43.0,0.16,0.27
Kroostra,Ekwana Ruhang,Balla,staff,96.0,52.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang,Cyath,polearm,100.0,47.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang,Dehtat,polearm,96.0,52.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang,Dokrahm,heavy blade,96.0,52.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang,Kronsh,polearm,114.0,43.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang,Mewan,polearm,114.0,43.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang,Ooltha,staff,100.0,47.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang,Plague Keewar,staff,107.0,45.0,0.13999999999999999,0.29000000000000004
Kroostra,Ekwana Ruhang,Plague Kripath,polearm,98.0,49.0,0.18,0.25
Kroostra,Ekwana Ruhang,Rabvee,hammer,114.0,43.0,0.13999999999999999,0.25
Kroostra,Ekwana Ruhang,Sepfahn,staff,100.0,47.0,0.16,0.27
Kroostra,Jai II,Balla,staff,74.0,66.0,0.18,0.18
Kroostra,Jai II,Cyath,polearm,78.0,61.0,0.18,0.18
Kroostra,Jai II,Dehtat,polearm,74.0,66.0,0.18,0.18
Kroostra,Jai II,Dokrahm,heavy blade,74.0,66.0,0.18,0.18
Kroostra,Jai II,Kronsh,polearm,92.0,57.0,0.18,0.18
Kroostra,Jai II,Mewan,polearm,92.0,57.0,0.18,0.18
Kroostra,Jai II,Ooltha,staff,78.0,61.0,0.18,0.18
Kroostra,Jai II,Plague Keewar,staff,85.0,59.0,0.18,0.22
Kroostra,Jai II,Plague Kripath,polearm,76.0,63.0,0.22,0.18
Kroostra,Jai II,Rabvee,hammer,92.0,57.0,0.18,0.18
Kroostra,Jai II,Sepfahn,staff,78.0,61.0,0.2,0.2
Kroostra,Jai,Balla,staff,78.0,61.0,0.18,0.18
Kroostra,Jai,Cyath,polearm,82.0,56.0,0.18,0.18
Kroostra,Jai,Dehtat,polearm,78.0,61.0,0.18,0.18
Kroostra,Jai,Dokrahm,heavy blade,78.0,61.0,0.18,0.18
Kroostra,Jai,Kronsh,polearm,96.0,52.0,0.18,0.18
Kroostra,Jai,Mewan,polearm,96.0,52.0,0.18,0.18
Kroostra,Jai,Ooltha,staff,82.0,56.0,0.18,0.18
Kroostra,Jai,Plague Keewar,staff,89.0,54.0,0.18,0.22
Kroostra,Jai,Plague Kripath,polearm,80.0,58.0,0.22,0.18
Kroostra,Jai,Rabvee,hammer,96.0,52.0,0.18,0.18
Kroostra,Jai,Sepfahn,staff,82.0,56.0,0.2,0.2
Kroostra,Ruhang II,Balla,staff,110.0,48.0,0.18,0.18
Kroostra,Ruhang II,Cyath,polearm,114.0,43.0,0.18,0.18
Kroostra,Ruhang II,Dehtat,polearm,110.0,48.0,0.18,0.18
Kroostra,Ruhang II,Dokrahm,heavy blade,110.0,48.0,0.18,0.18
Kroostra,Ruhang II,Kronsh,polearm,128.0,39.0,0.18,0.18
Kroostra,Ruhang II,Mewan,polearm,128.0,39.0,0.18,0.18
Kroostra,Ruhang II,Ooltha,staff,114.0,43.0,0.18,0.18
Kroostra,Ruhang II,Plague Keewar,staff,121.0,41.0,0.18,0.22
Kroostra,Ruhang II,Plague Kripath,polearm,112.0,45.0,0.22,0.18
Kroostra,Ruhang II,Rabvee,hammer,128.0,39.0,0.18,0.18
Kroostra,Ruhang II,Sepfahn,staff,114.0,43.0,0.2,0.2
Kroostra,Ruhang,Balla,staff,96.0,52.0,0.18,0.18
Kroostra,Ruhang,Cyath,polearm,100.0,47.0,0.18,0.18
Kroostra,Ruhang,Dehtat,polearm,96.0,52.0,0.18,0.18
Kroostra,Ruhang,Dokrahm,heavy blade,96.0,52.0,0.18,0.18
Kroostra,Ruhang,Kronsh,polearm,114.0,43.0,0.18,0.18
Kroostra,Ruhang,Mewan,polearm,114.0,43.0,0.18,0.18
Kroostra,Ruhang,Ooltha,staff,100.0,47.0,0.18,0.18
Kroostra,Ruhang,Plague Keewar,staff,107.0,45.0,0.18,0.22
Kroostra,Ruhang,Plague Kripath,polearm,98.0,49.0,0.22,0.18
Kroostra,Ruhang,Rabvee,hammer,114.0,43.0,0.18,0.18
Kroostra,Ruhang,Sepfahn,staff,100.0,47.0,0.2,0.2
Kroostra,Vargeet II Jai,Balla,staff,78.0,61.0,0.32,0.09999999999999999
Kroostra,Vargeet II Jai,Cyath,polearm,82.0,56.0,0.32,0.09999999999999999
Kroostra,Vargeet II Jai,Dehtat,polearm,78.0,61.0,0.32,0.09999999999999999
Kroostra,Vargeet II Jai,Dokrahm,heavy blade,78.0,61.0,0.32,0.09999999999999999
Kroostra,Vargeet II Jai,Kronsh,polearm,96.0,52.0,0.32,0.09999999999999999
Kroostra,Vargeet II Jai,Mewan,polearm,96.0,52.0,0.32,0.09999999999999999
Kroostra,Vargeet II Jai,Ooltha,staff,82.0,56.0,0.32,0.09999999999999999
Kroostra,Vargeet II Jai,Plague Keewar,staff,89.0,54.0,0.32,0.14
Kroostra,Vargeet II Jai,Plague Kripath,polearm,80.0,58.0,0.36,0.09999999999999999
Kroostra,Vargeet II Jai,Rabvee,hammer,96.0,52.0,0.32,0.09999999999999999
Kroostra,Vargeet II Jai,Sepfahn,staff,82.0,56.0,0.34,0.12000000000000001
Kroostra,Vargeet II Ruhang,Balla,staff,96.0,52.0,0.32,0.09999999999999999
Kroostra,Vargeet II Ruhang,Cyath,polearm,100.0,47.0,0.32,0.09999999999999999
Kroostra,Vargeet II Ruhang,Dehtat,polearm,96.0,52.0,0.32,0.09999999999999999
Kroostra,Vargeet II Ruhang,Dokrahm,heavy blade,96.0,52.0,0.32,0.09999999999999999
Kroostra,Vargeet II Ruhang,Kronsh,polearm,114.0,43.0,0.32,0.09999999999999999
Kroostra,Vargeet II Ruhang,Mewan,polearm,114.0,43.0,0.32,0.09999999999999999
Kroostra,Vargeet II Ruhang,Ooltha,staff,100.0,47.0,0.32,0.09999999999999999
Kroostra,Vargeet II Ruhang,Plague Keewar,staff,107.0,45.0,0.32,0.14
Kroostra,Vargeet II Ruhang,Plague Kripath,polearm,98.0,49.0,0.36,0.09999999999999999
Kroostra,Vargeet II Ruhang,Rabvee,hammer,114.0,43.0,0.32,0.09999999999999999
Kroostra,Vargeet II Ruhang,Sepfahn,staff,100.0,47.0,0.34,0.12000000000000001
Kroostra,Vargeet Jai II,Balla,staff,74.0,66.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai II,Cyath,polearm,78.0,61.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai II,Dehtat,polearm,74.0,66.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai II,Dokrahm,heavy blade,74.0,66.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai II,Kronsh,polearm,92.0,57.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai II,Mewan,polearm,92.0,57.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai II,Ooltha,staff,78.0,61.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai II,Plague Keewar,staff,85.0,59.0,0.25,0.18
Kroostra,Vargeet Jai II,Plague Kripath,polearm,76.0,63.0,0.29000000000000004,0.13999999999999999
Kroostra,Vargeet Jai II,Rabvee,hammer,92.0,57.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai II,Sepfahn,staff,78.0,61.0,0.27,0.16
Kroostra,Vargeet Jai,Balla,staff,78.0,61.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai,Cyath,polearm,82.0,56.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai,Dehtat,polearm,78.0,61.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai,Dokrahm,heavy blade,78.0,61.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai,Kronsh,polearm,96.0,52.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai,Mewan,polearm,96.0,52.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai,Ooltha,staff,82.0,56.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai,Plague Keewar,staff,89.0,54.0,0.25,0.18
Kroostra,Vargeet Jai,Plague Kripath,polearm,80.0,58.0,0.29000000000000004,0.13999999999999999
Kroostra,Vargeet Jai,Rabvee,hammer,96.0,52.0,0.25,0.13999999999999999
Kroostra,Vargeet Jai,Sepfahn,staff,82.0,56.0,0.27,0.16
Kroostra,Vargeet Ruhang II,Balla,staff,110.0,48.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang II,Cyath,polearm,114.0,43.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang II,Dehtat,polearm,110.0,48.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang II,Dokrahm,heavy blade,110.0,48.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang II,Kronsh,polearm,128.0,39.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang II,Mewan,polearm,128.0,39.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang II,Ooltha,staff,114.0,43.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang II,Plague Keewar,staff,121.0,41.0,0.25,0.18
Kroostra,Vargeet Ruhang II,Plague Kripath,polearm,112.0,45.0,0.29000000000000004,0.13999999999999999
Kroostra,Vargeet Ruhang II,Rabvee,hammer,128.0,39.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang II,Sepfahn,staff,114.0,43.0,0.27,0.16
Kroostra,Vargeet Ruhang,Balla,staff,96.0,52.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang,Cyath,polearm,100.0,47.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang,Dehtat,polearm,96.0,52.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang,Dokrahm,heavy blade,96.0,52.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang,Kronsh,polearm,114.0,43.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang,Mewan,polearm,114.0,43.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang,Ooltha,staff,100.0,47.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang,Plague Keewar,staff,107.0,45.0,0.25,0.18
Kroostra,Vargeet Ruhang,Plague Kripath,polearm,98.0,49.0,0.29000000000000004,0.13999999999999999
Kroostra,Vargeet Ruhang,Rabvee,hammer,114.0,43.0,0.25,0.13999999999999999
Kroostra,Vargeet Ruhang,Sepfahn,staff,100.0,47.0,0.27,0.16
Kwath,Ekwana II Jai,Balla,dagger,78.0,61.0,0.09999999999999999,0.32
Kwath,Ekwana II Jai,Cyath,machete,82.0,56.0,0.09999999999999999,0.32
Kwath,Ekwana II Jai,Dehtat,rapier,78.0,61.0,0.09999999999999999,0.32
Kwath,Ekwana II Jai,Dokrahm,scythe,78.0,61.0,0.09999999999999999,0.32
Kwath,Ekwana II Jai,Kronsh,machete,96.0,52.0,0.09999999999999999,0.32
Kwath,Ekwana II Jai,Mewan,sword,96.0,52.0,0.09999999999999999,0.32
Kwath,Ekwana II Jai,Ooltha,sword,82.0,56.0,0.09999999999999999,0.32
Kwath,Ekwana II Jai,Plague Keewar,scythe,89.0,54.0,0.09999999999999999,0.36
Kwath,Ekwana II Jai,Plague Kripath,rapier,80.0,58.0,0.14,0.32
Kwath,Ekwana II Jai,Rabvee,machete,96.0,52.0,0.09999999999999999,0.32
Kwath,Ekwana II Jai,Sepfahn,weeb,82.0,56.0,0.12000000000000001,0.34
Kwath,Ekwana II Ruhang,Balla,dagger,96.0,52.0,0.09999999999999999,0.32
Kwath,Ekwana II Ruhang,Cyath,machete,100.0,47.0,0.09999999999999999,0.32
Kwath,Ekwana II Ruhang,Dehtat,rapier,96.0,52.0,0.09999999999999999,0.32
Kwath,Ekwana II Ruhang,Dokrahm,scythe,96.0,52.0,0.09999999999999999,0.32
Kwath,Ekwana II Ruhang,Kronsh,machete,114.0,43.0,0.09999999999999999,0.32
Kwath,Ekwana II Ruhang,Mewan,sword,114.0,43.0,0.09999999999999999,0.32
Kwath,Ekwana II Ruhang,Ooltha,sword,100.0,47.0,0.09999999999999999,0.32
Kwath,Ekwana II Ruhang,Plague Keewar,scythe,107.0,45.0,0.09999999999999999,0.36
Kwath,Ekwana II Ruhang,Plague Kripath,rapier,98.0,49.0,0.14,0.32
Kwath,Ekwana II Ruhang,Rabvee,machete,114.0,43.0,0.09999999999999999,0.32
Kwath,Ekwana II Ruhang,Sepfahn,weeb,100.0,47.0,0.12000000000000001,0.34
Kwath,Ekwana Jai II,Balla,dagger,74.0,66.0,0.13999999999999999,0.25
Kwath,Ekwana Jai II,Cyath,machete,78.0,61.0,0.13999999999999999,0.25
Kwath,Ekwana Jai II,Dehtat,rapier,74.0,66.0,0.13999999999999999,0.25
Kwath,Ekwana Jai II,Dokrahm,scythe,74.0,66.0,0.13999999999999999,0.25
Kwath,Ekwana Jai II,Kronsh,machete,92.0,57.0,0.13999999999999999,0.25
Kwath,Ekwana Jai II,Mewan,sword,92.0,57.0,0.13999999999999999,0.25
Kwath,Ekwana Jai II,Ooltha,sword,78.0,61.0,0.13999999999999999,0.25
Kwath,Ekwana Jai II,Plague Keewar,scythe,85.0,59.0,0.13999999999999999,0.29000000000000004
Kwath,Ekwana Jai II,Plague Kripath,rapier,76.0,63.0,0.18,0.25
Kwath,Ekwana Jai II,Rabvee,machete,92.0,57.0,0.13999999999999999,0.25
Kwath,Ekwana Jai II,Sepfahn,weeb,78.0,61.0,0.16,0.27
Kwath,Ekwana Jai,Balla,dagger,78.0,61.0,0.13999999999999999,0.25
Kwath,Ekwana Jai,Cyath,machete,82.0,56.0,0.13999999999999999,0.25
Kwath,Ekwana Jai,Dehtat,rapier,78.0,61.0,0.13999999999999999,0.25
Kwath,Ekwana Jai,Dokrahm,scythe,78.0,61.0,0.13999999999999999,0.25
Kwath,Ekwana Jai,Kronsh,machete,96.0,52.0,0.13999999999999999,0.25
Kwath,Ekwana Jai,Mewan,sword,96.0,52.0,0.13999999999999999,0.25
Kwath,Ekwana Jai,Ooltha,sword,82.0,56.0,0.13999999999999999,0.25
Kwath,Ekwana Jai,Plague Keewar,scythe,89.0,54.0,0.13999999999999999,0.29000000000000004
Kwath,Ekwana Jai,Plague Kripath,rapier,80.0,58.0,0.18,0.25
Kwath,Ekwana Jai,Rabvee,machete,96.0,52.0,0.13999999999999999,0.25
Kwath,Ekwana Jai,Sepfahn,weeb,82.0,56.0,0.16,0.27
Kwath,Ekwana Ruhang II,Balla,dagger,110.0,48.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang II,Cyath,machete,114.0,43.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang II,Dehtat,rapier,110.0,48.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang II,Dokrahm,scythe,110.0,48.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang II,Kronsh,machete,128.0,39.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang II,Mewan,sword,128.0,39.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang II,Ooltha,sword,114.0,43.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang II,Plague Keewar,scythe,121.0,41.0,0.13999999999999999,0.29000000000000004
Kwath,Ekwana Ruhang II,Plague Kripath,rapier,112.0,45.0,0.18,0.25
Kwath,Ekwana Ruhang II,Rabvee,machete,128.0,39.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang II,Sepfahn,weeb,114.0,43.0,0.16,0.27
Kwath,Ekwana Ruhang,Balla,dagger,96.0,52.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang,Cyath,machete,100.0,47.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang,Dehtat,rapier,96.0,52.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang,Dokrahm,scythe,96.0,52.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang,Kronsh,machete,114.0,43.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang,Mewan,sword,114.0,43.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang,Ooltha,sword,100.0,47.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang,Plague Keewar,scythe,107.0,45.0,0.13999999999999999,0.29000000000000004
Kwath,Ekwana Ruhang,Plague Kripath,rapier,98.0,49.0,0.18,0.25
Kwath,Ekwana Ruhang,Rabvee,machete,114.0,43.0,0.13999999999999999,0.25
Kwath,Ekwana Ruhang,Sepfahn,weeb,100.0,47.0,0.16,0.27
Kwath,Jai II,Balla,dagger,74.0,66.0,0.18,0.18
Kwath,Jai II,Cyath,machete,78.0,61.0,0.18,0.18
Kwath,Jai II,Dehtat,rapier,74.0,66.0,0.18,0.18
Kwath,Jai II,Dokrahm,scythe,74.0,66.0,0.18,0.18
Kwath,Jai II,Kronsh,machete,92.0,57.0,0.18,0.18
Kwath,Jai II,Mewan,sword,92.0,57.0,0.18,0.18
Kwath,Jai II,Ooltha,sword,78.0,61.0,0.18,0.18
Kwath,Jai II,Plague Keewar,scythe,85.0,59.0,0.18,0.22
Kwath,Jai II,Plague Kripath,rapier,76.0,63.0,0.22,0.18
Kwath,Jai II,Rabvee,machete,92.0,57.0,0.18,0.18
Kwath,Jai II,Sepfahn,weeb,78.0,61.0,0.2,0.2
Kwath,Jai,Balla,dagger,78.0,61.0,0.18,0.18
Kwath,Jai,Cyath,machete,82.0,56.0,0.18,0.18
Kwath,Jai,Dehtat,rapier,78.0,61.0,0.18,0.18
Kwath,Jai,Dokrahm,scythe,78.0,61.0,0.18,0.18
Kwath,Jai,Kronsh,machete,96.0,52.0,0.18,0.18
Kwath,Jai,Mewan,sword,96.0,52.0,0.18,0.18
Kwath,Jai,Ooltha,sword,82.0,56.0,0.18,0.18
Kwath,Jai,Plague Keewar,scythe,89.0,54.0,0.18,0.22
Kwath,Jai,Plague Kripath,rapier,80.0,58.0,0.22,0.18
Kwath,Jai,Rabvee,machete,96.0,52.0,0.18,0.18
Kwath,Jai,Sepfahn,weeb,82.0,56.0,0.2,0.2
Kwath,Ruhang II,Balla,dagger,110.0,48.0,0.18,0.18
Kwath,Ruhang II,Cyath,machete,114.0,43.0,0.18,0.18
Kwath,Ruhang II,Dehtat,rapier,110.0,48.0,0.18,0.18
Kwath,Ruhang II,Dokrahm,scythe,110.0,48.0,0.18,0.18
Kwath,Ruhang II,Kronsh,machete,128.0,39.0,0.18,0.18
Kwath,Ruhang II,Mewan,sword,128.0,39.0,0.18,0.18
Kwath,Ruhang II,Ooltha,sword,114.0,43.0,0.18,0.18
Kwath,Ruhang II,Plague Keewar,scythe,121.0,41.0,0.18,0.22
Kwath,Ruhang II,Plague Kripath,rapier,112.0,45.0,0.22,0.18
Kwath,Ruhang II,Rabvee,machete,128.0,39.0,0.18,0.18
Kwath,Ruhang II,Sepfahn,weeb,114.0,43.0,0.2,0.2
Kwath,Ruhang,Balla,dagger,96.0,52.0,0.18,0.18
Kwath,Ruhang,Cyath,machete,100.0,47.0,0.18,0.18
Kwath,Ruhang,Dehtat,rapier,96.0,52.0,0.18,0.18
Kwath,Ruhang,Dokrahm,scythe,96.0,52.0,0.18,0.18
Kwath,Ruhang,Kronsh,machete,114.0,43.0,0.18,0.18
Kwath,Ruhang,Mewan,sword,114.0,43.0,0.18,0.18
Kwath,Ruhang,Ooltha,sword,100.0,47.0,0.18,0.18
Kwath,Ruhang,Plague Keewar,scythe,107.0,45.0,0.18,0.22
Kwath,Ruhang,Plague Kripath,rapier,98.0,49.0,0.22,0.18
Kwath,Ruhang,Rabvee,machete,114.0,43.0,0.18,0.18
Kwath,Ruhang,Sepfahn,weeb,100.0,47.0,0.2,0.2
Kwath,Vargeet II Jai,Balla,dagger,78.0,61.0,0.32,0.09999999999999999
Kwath,Vargeet II Jai,Cyath,machete,82.0,56.0,0.32,0.09999999999999999
Kwath,Vargeet II Jai,Dehtat,rapier,78.0,61.0,0.32,0.09999999999999999
Kwath,Vargeet II Jai,Dokrahm,scythe,78.0,61.0,0.32,0.09999999999999999
